NOMESIGMAI,NOMESIG,NOME,UF,GEOCODIGO,LATITUDE,LATITUDEGM,LONGITUDE,LONGITUDEG,RGINT,RGI
DUAS ESTRADASPB,Duas EstradasPB,Duas Estradas,PB,"2505808",-6.6887393,6° 41' 19.46'' S,-35.418438,35° 25' 6.38'' O,João Pessoa,Guarabira
EMASPB,EmasPB,Emas,PB,"2505907",-7.107512,7° 6' 27.04'' S,-37.71511,37° 42' 54.39'' O,Patos,Patos
ESPERANÇAPB,EsperançaPB,Esperança,PB,"2506004",-7.01866,7° 1' 7.18'' S,-35.85951,35° 51' 34.23'' O,Campina Grande,Campina Grande
FAGUNDESPB,FagundesPB,Fagundes,PB,"2506103",-7.358209,7° 21' 29.55'' S,-35.785213,35° 47' 6.77'' O,Campina Grande,Campina Grande
FREI MARTINHOPB,Frei MartinhoPB,Frei Martinho,PB,"2506202",-6.400509,6° 24' 1.83'' S,-36.451202,36° 27' 4.32'' O,Campina Grande,Cuité - Nova Floresta
GADO BRAVOPB,Gado BravoPB,Gado Bravo,PB,"2506251",-7.5826397,7° 34' 57.5'' S,-35.788544,35° 47' 18.76'' O,Campina Grande,Campina Grande
GUARABIRAPB,GuarabiraPB,Guarabira,PB,"2506301",-6.8520875,6° 51' 7.51'' S,-35.490055,35° 29' 24.2'' O,João Pessoa,Guarabira
GURINHÉMPB,GurinhémPB,Gurinhém,PB,"2506400",-7.1219687,7° 7' 19.09'' S,-35.425175,35° 25' 30.64'' O,João Pessoa,João Pessoa
GURJÃOPB,GurjãoPB,Gurjão,PB,"2506509",-7.2463875,7° 14' 46.99'' S,-36.48805,36° 29' 16.98'' O,Campina Grande,Campina Grande
IBIARAPB,IbiaraPB,Ibiara,PB,"2506608",-7.5011435,7° 30' 4.12'' S,-38.404682,38° 24' 16.86'' O,Patos,Itaporanga
IMACULADAPB,ImaculadaPB,Imaculada,PB,"2506707",-7.3896604,7° 23' 22.78'' S,-37.506702,37° 30' 24.13'' O,Patos,Patos
